name,state,state_code,type,population,website,total_schools,total_students,mailing_address,grade_span,locale,csa_cbsa,domain_name,physical_address,phone,status,student_teacher_ratio,supervisory_union,county,created_at,updated_at,id
City of Santa Clarita,California,CA,City,229021,https://santaclarita.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.028076+00,2025-11-08 10:49:05.028078+00,d2ee2a07-df0b-461d-9992-421ca303f989
Honolulu County,Hawaii,HI,County,1003666,https://www.honolulu.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.461697+00,2025-11-08 10:50:28.4617+00,d2f40749-88d8-45d8-a8f4-24b8dffa8f0b
Madison County,Indiana,IN,County,130949,https://www.madisoncounty.in.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.19798+00,2025-11-08 10:51:55.197983+00,d3909fe4-9afc-43da-9629-3d9a4f4ea339
Garland County,Arkansas,AR,County,100062,https://www.garlandcounty.org,,,,,,,,,,,,,,2025-11-08 10:48:29.688026+00,2025-11-08 10:48:29.688029+00,d3d77858-5c86-4502-83ed-861e366eca3c
Orange County,New York,NY,County,403840,https://www.orangecountygov.com,,,,,,,,,,,,,,2025-11-08 10:57:06.785651+00,2025-11-08 10:57:06.785654+00,d4b2a833-5125-4ddb-9fc6-37c583f7e65b
Hudson County,New Jersey,NJ,County,710478,https://www.hcnj.us,,,,,,,,,,,,,,2025-11-08 10:55:47.458443+00,2025-11-08 10:55:47.458445+00,d4ec1bcd-6df1-4f19-9671-9c20efa2b65b
Smith County,Texas,TX,County,238014,https://www.smith-county.com/,,,,,,,,,,,,,,2025-11-08 11:00:48.742197+00,2025-11-08 11:00:48.742199+00,d55e9f54-e740-4782-a90a-97d36d56f93a
Galveston County,Texas,TX,County,354721,https://www.galvestoncountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.741312+00,2025-11-08 11:00:48.741315+00,d56beffc-6f97-4590-bfba-2fa0af079a15
Tompkins County,New York,NY,County,102879,https://tompkinscountyny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785139+00,2025-11-08 10:57:06.785142+00,d5aba743-2af1-47ee-bc27-83650d44c1d3
St. Mary's County,Maryland,MD,County,114372,https://www.stmaryscountymd.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.234972+00,2025-11-08 10:53:46.234974+00,d5dc36dd-7666-482b-8409-19b3c86f1916
City of Worcester,Massachusetts,MA,City,205501,https://www.worcesterma.gov,,,,,,,,,,,,,Worcester County,2025-11-08 10:53:46.246503+00,2025-11-08 10:53:46.246506+00,d5e9c046-8006-4da8-bff1-f0b1bac46a36
Beaver County,Pennsylvania,PA,County,166993,https://www.beavercountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.219686+00,2025-11-08 10:59:17.219689+00,d6087a77-36e8-451e-9a4a-e04302239a22
St. Joseph County,Indiana,IN,County,272574,https://www.sjcindiana.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.197838+00,2025-11-08 10:51:55.197841+00,d62776bd-8587-4792-98cb-ce08f91882de
City of Rochester,New York,NY,City,209720,https://www.cityofrochester.gov/,,,,,,,,,,,,,Monroe County,2025-11-08 10:57:06.794023+00,2025-11-08 10:57:06.794026+00,d629f5e6-95c2-4b67-9c21-90bdb5a1a472
Alachua County,Florida,FL,County,281751,https://alachuacounty.us,,,,,,,,,,,,,,2025-11-08 10:49:43.726434+00,2025-11-08 10:49:43.726436+00,d6fb6fcf-8411-4bf3-95e3-ae99796bf7cf
City of College Station,Texas,TX,City,122280,https://www.cstx.gov/,,,,,,,,,,,,,Brazos County,2025-11-08 11:01:29.7199+00,2025-11-08 11:01:29.719903+00,d73ab7a7-8585-458d-8121-2048903780ee
King County,Washington,WA,County,2262713,https://kingcounty.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.073972+00,2025-11-08 11:02:07.073974+00,d816bde5-62e6-4968-82a0-e83515873dde
Rankin County,Mississippi,MS,County,158218,https://www.rankincounty.org/,,,,,,,,,,,,,,2025-11-08 10:54:35.098945+00,2025-11-08 10:54:35.098948+00,d89ea6ff-a57d-45b1-b438-eb892fccdbec
City of Moreno Valley,California,CA,City,210378,https://moval.gov,,,,,,,,,,,,,Riverside County,2025-11-08 10:49:05.031467+00,2025-11-08 10:49:05.031469+00,d8cf8a83-f6c6-41e3-9e24-865f311efda9
Waukesha County,Wisconsin,WI,County,409040,https://www.waukesha-wi.gov,,,,,,,,,,,,,,2025-11-08 11:02:49.698633+00,2025-11-08 11:02:49.698635+00,d90935a2-81ec-4ab4-9212-809021190ad2
City of McKinney,Texas,TX,City,202314,https://www.mckinneytexas.org,,,,,,,,,,,,,Collin County,2025-11-08 11:00:48.745498+00,2025-11-08 11:00:48.7455+00,d90e8c24-e517-4fde-98d1-f14985abe56f
Jefferson County,Missouri,MO,County,228227,https://www.jeffcomo.org,,,,,,,,,,,,,,2025-11-08 10:55:17.067409+00,2025-11-08 10:55:17.067422+00,d96424cf-5c2f-4875-8c94-1292c398b3c0
City of New Bedford,Massachusetts,MA,City,100731,https://www.newbedford-ma.gov,,,,,,,,,,,,,Bristol County,2025-11-08 10:53:46.246544+00,2025-11-08 10:53:46.246546+00,d980d9e3-c0e6-4b36-9a10-41cc12837a3f
Montgomery County,Ohio,OH,County,535528,https://www.mcohio.org,,,,,,,,,,,,,,2025-11-08 10:57:39.031431+00,2025-11-08 10:57:39.031433+00,d9d355b0-cc08-4a1f-901a-306ddc957a9e
Moore County,North Carolina,NC,County,102840,https://www.moorecountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.305319+00,2025-11-08 10:57:38.305321+00,da02c526-41ca-4276-8bc4-4daec55302db
New Hanover County,North Carolina,NC,County,231214,https://www.nhcgov.com/,,,,,,,,,,,,,,2025-11-08 10:57:38.305792+00,2025-11-08 10:57:38.305794+00,da882019-79ec-4e57-80d8-c009fccbf96b
City of Orange,California,CA,City,138723,https://www.cityoforange.org,,,,,,,,,,,,,Orange County,2025-11-08 10:49:05.024663+00,2025-11-08 10:49:05.024666+00,daa018c4-f2a4-45e0-a538-187804618c6e
City of Glendale,Arizona,AZ,City,250193,https://www.glendaleaz.com,,,,,,,,,,,,,Maricopa County,2025-11-08 10:48:29.67742+00,2025-11-08 10:48:29.677424+00,dab1bbfa-872f-43fa-90ac-549c899991fc
City of Lee's Summit,Missouri,MO,City,102583,https://cityofls.net,,,,,,,,,,,,,Jackson County,2025-11-08 10:55:17.069378+00,2025-11-08 10:55:17.069381+00,dab43c47-356d-4495-93ff-ca9efc1f2cc6
St. Clair County,Michigan,MI,County,160089,https://www.stclaircounty.org/,,,,,,,,,,,,,,2025-11-08 10:54:03.487135+00,2025-11-08 10:54:03.487138+00,db008464-f5c2-4493-81fb-c813a74e9a72
Johnston County,North Carolina,NC,County,226623,https://johnstonnc.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.306294+00,2025-11-08 10:57:38.306297+00,db68c36e-5f01-4e20-a588-610ae21c4331
Citrus County,Florida,FL,County,158693,https://www.citrusbocc.com/,,,,,,,,,,,,,,2025-11-08 10:49:43.726514+00,2025-11-08 10:49:43.726516+00,db70c7ae-80df-4126-9224-fc2bac3d1db7
Fairfield County,Ohio,OH,County,161289,https://www.co.fairfield.oh.us,,,,,,,,,,,,,,2025-11-08 10:58:14.227396+00,2025-11-08 10:58:14.227399+00,dc096875-1aa0-47e4-ba72-66456f6bfca7
Jackson County,Oregon,OR,County,222563,https://www.jacksoncountyor.gov/,,,,,,,,,,,,,,2025-11-08 10:58:36.69893+00,2025-11-08 10:58:36.698933+00,dc188674-e0df-49e2-b039-21477df75e10
City of High Point,North Carolina,NC,City,115263,https://www.highpointnc.gov/,,,,,,,,,,,,,Guilford County,2025-11-08 10:57:38.312494+00,2025-11-08 10:57:38.312497+00,dc28d913-1401-4402-9e10-91391155af14
City of Beaumont,Texas,TX,City,113710,https://www.beaumonttexas.gov,,,,,,,,,,,,,Jefferson County,2025-11-08 11:00:48.743465+00,2025-11-08 11:00:48.743467+00,dc32c93c-d1a5-4370-8cff-387f34ccfe93
City of Brownsville,Texas,TX,City,188023,https://www.brownsvilletx.gov,,,,,,,,,,,,,Cameron County,2025-11-08 11:01:29.722371+00,2025-11-08 11:01:29.722374+00,dd3b4554-1198-45c7-abbd-bbdd0e5c1bb2
Kern County,California,CA,County,910433,https://www.kerncounty.com,,,,,,,,,,,,,,2025-11-08 10:48:36.925312+00,2025-11-08 10:48:36.925315+00,dd608d55-a9ee-45c2-a476-03c2527d238c
City of Vancouver,Washington,WA,City,192696,https://www.cityofvancouver.us,,,,,,,,,,,,,Clark County,2025-11-08 11:02:07.076358+00,2025-11-08 11:02:07.076361+00,dd70400e-5685-4ed9-b1b8-24eaf0c84c6c
Howard County,Maryland,MD,County,333916,https://www.howardcountymd.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.234666+00,2025-11-08 10:53:46.234669+00,ddea9999-c378-48e1-901d-bc5ee119b387
City of Green Bay,Wisconsin,WI,City,106585,https://greenbaywi.gov,,,,,,,,,,,,,Brown County,2025-11-08 11:02:49.704521+00,2025-11-08 11:02:49.704524+00,ddf35dda-6677-4c97-b9d7-c184cd64a1cf
Lehigh County,Pennsylvania,PA,County,375408,https://www.lehighcounty.org,,,,,,,,,,,,,,2025-11-08 10:59:17.219269+00,2025-11-08 10:59:17.219272+00,de1e8eaa-7efc-4933-a5e7-0b47c1dc360a
City of Clovis,California,CA,City,122719,https://cityofclovis.com,,,,,,,,,,,,,Fresno County,2025-11-08 10:49:05.024115+00,2025-11-08 10:49:05.024117+00,dec7ccae-d9f3-46d2-8601-1df79efc391b
Alexandria city,Virginia,VA,County,156788,https://www.alexandriava.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.063786+00,2025-11-08 11:02:07.063788+00,decf4ead-90d6-4d94-b21a-75b63566235e
Washington County,Tennessee,TN,County,134693,https://www.washingtoncountytn.org,,,,,,,,,,,,,,2025-11-08 11:00:02.981397+00,2025-11-08 11:00:02.981399+00,dee4f6b0-958d-4057-a503-79fc94adb48f
Champaign County,Illinois,IL,County,206098,https://www.co.champaign.il.us,,,,,,,,,,,,,,2025-11-08 10:51:14.626895+00,2025-11-08 10:51:14.626897+00,df001313-f315-4aea-af40-078c55ed5b6f
Marion County,Florida,FL,County,387697,https://www.marionfl.org,,,,,,,,,,,,,,2025-11-08 10:49:43.726353+00,2025-11-08 10:49:43.726355+00,df14b0da-47e9-412e-b92f-e5750f17419a
Scott County,Iowa,IA,County,174302,https://www.scottcountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.676192+00,2025-11-08 10:52:36.676195+00,df3937cd-b216-44e1-8d16-7ec73fa76de6
Okaloosa County,Florida,FL,County,214281,https://myokaloosa.com,,,,,,,,,,,,,,2025-11-08 10:49:43.726534+00,2025-11-08 10:49:43.726537+00,dfc6660a-e371-4a3b-b690-11ff9e85acdf
City of San Jose,California,CA,City,990054,https://www.sanjoseca.gov/,,,,,,,,,,,,,Santa Clara County,2025-11-08 10:49:05.032444+00,2025-11-08 10:49:05.032446+00,dfd06603-f950-4b16-bcd7-dd8dd7bc8486
City of Jersey City,New Jersey,NJ,City,289691,https://www.jerseycitynj.gov,,,,,,,,,,,,,Hudson County,2025-11-08 10:56:20.014558+00,2025-11-08 10:56:20.01456+00,dfdc3072-9140-4328-8d79-0ad1002d8498
Yuma County,Arizona,AZ,County,207685,https://www.yumacountyaz.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.677149+00,2025-11-08 10:48:29.677152+00,dfe1a7c1-62bb-4da8-bd35-b7c2b9bf4e42
City of South Bend,Indiana,IN,City,102866,https://southbendin.gov,,,,,,,,,,,,,Saint Joseph County,2025-11-08 10:51:55.199865+00,2025-11-08 10:51:55.199868+00,e00e9cde-aaa5-461f-9eb9-55300b6a4db8
Prince William County,Virginia,VA,County,484625,https://www.pwcva.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.065339+00,2025-11-08 11:02:07.065341+00,e06a478a-c94e-4a9e-be51-c962f5a97b45
Fond du Lac County,Wisconsin,WI,County,104053,https://www.fdlco.wi.gov/,,,,,,,,,,,,,,2025-11-08 11:02:49.698778+00,2025-11-08 11:02:49.698781+00,e13824a7-4c02-4efe-9762-5f089c9f37b0
Jefferson County,New York,NY,County,116130,https://www.jeffersoncountyny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785883+00,2025-11-08 10:57:06.785886+00,e13c2500-4778-4861-9180-dca92d28b308
Marion County,Oregon,OR,County,346532,https://co.marion.or.us/,,,,,,,,,,,,,,2025-11-08 10:58:36.698504+00,2025-11-08 10:58:36.698507+00,e1498ae5-abc7-4330-9901-66621d620491
Hinds County,Mississippi,MS,County,222494,https://www.hindscountyms.com,,,,,,,,,,,,,,2025-11-08 10:54:35.099378+00,2025-11-08 10:54:35.099381+00,e14f04d7-2752-444c-9167-54975196a733
City of Tacoma,Washington,WA,City,220482,https://tacoma.gov,,,,,,,,,,,,,Pierce County,2025-11-08 11:02:07.076888+00,2025-11-08 11:02:07.076891+00,e19f74ea-52d3-4910-80e3-5659f198b041
City of Columbia,Missouri,MO,City,127200,https://www.como.gov,,,,,,,,,,,,,Boone County,2025-11-08 10:55:17.073807+00,2025-11-08 10:55:17.07381+00,e1bd4cbb-b325-4895-bb8e-a8b7936a484b
Davis County,Utah,UT,County,366742,https://www.daviscountyutah.gov,,,,,,,,,,,,,,2025-11-08 11:01:29.72571+00,2025-11-08 11:01:29.725713+00,e1e110b8-65d4-458c-9634-8f6234d9b1ae
Canadian County,Oklahoma,OK,County,162621,https://canadiancounty.org,,,,,,,,,,,,,,2025-11-08 10:58:36.689697+00,2025-11-08 10:58:36.689699+00,e22d37a8-b219-4c40-8f16-5320fba3ee95
Orange County,California,CA,County,3164063,https://www.ocgov.com,,,,,,,,,,,,,,2025-11-08 10:48:36.925188+00,2025-11-08 10:48:36.925191+00,e27344e6-4b63-4ece-9c3e-8715b49f32b0
Travis County,Texas,TX,County,1307625,https://www.traviscountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.739472+00,2025-11-08 11:00:48.739475+00,e29f8e20-0be6-4bd8-9f62-081ac0916869
Sonoma County,California,CA,County,485642,https://sonomacounty.ca.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.926086+00,2025-11-08 10:48:36.926089+00,e3004ca1-d32a-46df-b0c1-225cbeb5f3c8
City of Stockton,California,CA,City,320470,https://www.stocktonca.gov,,,,,,,,,,,,,San Joaquin County,2025-11-08 10:48:36.928013+00,2025-11-08 10:48:36.928015+00,e33becaa-9f7b-4371-9b6d-95ac36999b77
City of Akron,Ohio,OH,City,189526,https://www.akronohio.gov,,,,,,,,,,,,,Summit County,2025-11-08 10:58:14.237947+00,2025-11-08 10:58:14.23795+00,e348c677-fed6-4898-9a3c-aeaeba93c7da
Peoria County,Illinois,IL,County,179831,https://www.peoriacounty.gov/,,,,,,,,,,,,,,2025-11-08 10:51:14.627283+00,2025-11-08 10:51:14.627286+00,e380ab5e-85f3-4f0a-83a6-b6f7d4263dfc
Horry County,South Carolina,SC,County,368937,https://www.horrycountysc.gov,,,,,,,,,,,,,,2025-11-08 11:00:02.967417+00,2025-11-08 11:00:02.96742+00,e3a944e3-503f-43fe-8c67-45d9ebbc270a
El Paso County,Texas,TX,County,866275,https://www.epcounty.com/,,,,,,,,,,,,,,2025-11-08 11:00:48.740503+00,2025-11-08 11:00:48.740505+00,e3ee8650-8923-456d-b9e6-0f20919d9e4d
City of Antioch,California,CA,City,115759,https://www.antiochca.gov/,,,,,,,,,,,,,Contra Costa County,2025-11-08 10:49:05.031099+00,2025-11-08 10:49:05.031102+00,e3ff8942-c61a-4223-90eb-2a567157dbe9
City of Minneapolis,Minnesota,MN,City,426845,https://www.minneapolismn.gov,,,,,,,,,,,,,Hennepin County,2025-11-08 10:54:23.273589+00,2025-11-08 10:54:23.273591+00,e434874e-84c2-4312-b063-37cbb017d973
City of Omaha,Nebraska,NE,City,488197,https://www.cityofomaha.org,,,,,,,,,,,,,Douglas County,2025-11-08 10:55:17.088318+00,2025-11-08 10:55:17.088321+00,e476064c-de5c-4726-83e0-3babd0727a3f
City of Coral Springs,Florida,FL,City,133962,https://www.coralsprings.gov,,,,,,,,,,,,,Broward County,2025-11-08 10:49:43.732395+00,2025-11-08 10:49:43.732398+00,e4915ae8-d7f8-488b-8905-4ce89bbf2913
Canyon County,Idaho,ID,County,242405,https://www.canyoncounty.id.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.462117+00,2025-11-08 10:50:28.46212+00,e538f948-94b2-45ee-82db-1ed8f5e46a72
Penobscot County,Maine,ME,County,153571,https://www.penobscot-county.net,,,,,,,,,,,,,,2025-11-08 10:53:46.233147+00,2025-11-08 10:53:46.233149+00,e597204d-bcdb-45d3-b35e-d82f9bb22da6
City of Sandy Springs,Georgia,GA,City,107198,https://www.sandyspringsga.gov,,,,,,,,,,,,,Fulton County,2025-11-08 10:50:28.45733+00,2025-11-08 10:50:28.457333+00,e59b69b5-4f65-42bf-9f69-8e6e4d3c64b4
City of Birmingham,Alabama,AL,City,199322,https://www.birminghamal.gov,,,,,,,,,,,,,Jefferson County,2025-11-08 10:48:12.733849+00,2025-11-08 10:48:12.733851+00,e5a5188f-9330-4ebd-8904-dc3937e6967f
Indian River County,Florida,FL,County,163856,https://indianriver.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.726273+00,2025-11-08 10:49:43.726275+00,e5cceac6-756c-4b2a-9c53-e7e42537411b
City of Amarillo,Texas,TX,City,200945,https://www.amarillo.gov,,,,,,,,,,,,,Potter County,2025-11-08 11:00:48.746436+00,2025-11-08 11:00:48.746439+00,e60da3b1-782b-4d96-b361-5350f9f8d152
Wright County,Minnesota,MN,County,145270,https://www.co.wright.mn.us,,,,,,,,,,,,,,2025-11-08 10:54:23.272236+00,2025-11-08 10:54:23.272239+00,e62c6127-f4e1-47b7-9cd6-9fa9cdeb46c7
City of Baltimore,Maryland,MD,City,577193,https://www.baltimorecity.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.236356+00,2025-11-08 10:53:46.236358+00,e6662be0-6668-4b3a-98b7-bd29f6b385c8
Sumter County,Florida,FL,County,137536,https://www.sumtercountyfl.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.725973+00,2025-11-08 10:49:43.725975+00,e689aa3f-89e8-4fef-b43f-803e399ff6c7
City of Chesapeake,Virginia,VA,City,251153,https://www.cityofchesapeake.net,,,,,,,,,,,,,,2025-11-08 11:02:07.067756+00,2025-11-08 11:02:07.067759+00,e72bcaa4-4f96-4d42-b14f-c00738b27535
Morgan County,Alabama,AL,County,123742,https://morgancounty-al.gov,,,,,,,,,,,,,,2025-11-08 10:48:12.727862+00,2025-11-08 10:48:12.727865+00,e734636b-f7a4-430d-a922-b4b9d82042b6
Arlington County,Virginia,VA,County,235463,https://www.arlingtonva.us,,,,,,,,,,,,,,2025-11-08 11:02:07.064171+00,2025-11-08 11:02:07.064173+00,e74f768e-b1f0-4598-900e-2a772997da91
Etowah County,Alabama,AL,County,103208,https://etowahcounty.org,,,,,,,,,,,,,,2025-11-08 10:48:12.727819+00,2025-11-08 10:48:12.727821+00,e754b332-fdd6-4d4c-a942-1e05e0734f62
Cumberland County,North Carolina,NC,County,336749,https://www.cumberlandcountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.30514+00,2025-11-08 10:57:38.305142+00,e7637b34-cc03-4e9e-8e2e-909d7f6cd4b9
City of Portland,Oregon,OR,City,642715,https://www.portland.gov,,,,,,,,,,,,,Multnomah County,2025-11-08 10:58:36.700319+00,2025-11-08 10:58:36.700322+00,e83bcf6e-84b0-476b-99fb-3d373383928d
Washington County,Wisconsin,WI,County,137320,https://www.washcowisco.gov,,,,,,,,,,,,,,2025-11-08 11:02:49.698549+00,2025-11-08 11:02:49.698552+00,e845b81e-9b43-4179-a7cf-d64ea8a7daa3
Virginia Beach city,Virginia,VA,County,457066,https://virginiabeach.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.065484+00,2025-11-08 11:02:07.065486+00,e8d77631-cff6-46a8-a1ec-66ede09b62f8
Erie County,Pennsylvania,PA,County,269544,https://eriecountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.220163+00,2025-11-08 10:59:17.220166+00,e97a132a-eeaf-4bce-a48e-026ceaee121e
San Diego County,California,CA,County,3282782,https://www.sandiegocounty.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.926002+00,2025-11-08 10:48:36.926019+00,e983a95c-d57d-4bf4-bca1-3913fb0e5eaa
City of Huntington Beach,California,CA,City,196010,https://huntingtonbeachca.gov,,,,,,,,,,,,,Orange County,2025-11-08 10:49:05.032464+00,2025-11-08 10:49:05.032467+00,e99eef85-1ce6-4270-9f5f-2c820075b2d1
Chesterfield County,Virginia,VA,County,371610,https://www.chesterfield.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.06563+00,2025-11-08 11:02:07.065633+00,e9e92b12-7604-4c5a-a48e-4660651e6de9
Yakima County,Washington,WA,County,256605,https://www.yakimacounty.us,,,,,,,,,,,,,,2025-11-08 11:02:07.074303+00,2025-11-08 11:02:07.074306+00,eacba798-08ec-4b00-ab37-c4957ef88ee6
City of Davie,Florida,FL,City,106412,https://www.davie-fl.gov,,,,,,,,,,,,,Broward County,2025-11-08 10:49:43.729361+00,2025-11-08 10:49:43.729364+00,eaf8e9e5-9ac8-4719-9df6-08894a1b841c
City of Fort Wayne,Indiana,IN,City,266235,https://www.cityoffortwayne.org/,,,,,,,,,,,,,Allen County,2025-11-08 10:51:55.203537+00,2025-11-08 10:51:55.20354+00,eafd7820-f9f8-4cbb-89f5-78eee3115a9c
City of Fontana,California,CA,City,211921,https://www.fontanaca.gov,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:49:05.026823+00,2025-11-08 10:49:05.026826+00,eb994ad0-1e42-43b4-aa75-1c9222dfa168
Whatcom County,Washington,WA,County,228432,https://www.whatcomcounty.us/,,,,,,,,,,,,,,2025-11-08 11:02:07.074471+00,2025-11-08 11:02:07.074474+00,eb9e33cd-47fd-4d5b-9d70-2c68f03476d7
Lake County,Indiana,IN,County,498990,https://lakecountyin.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.198287+00,2025-11-08 10:51:55.19829+00,ebd5b616-de76-442b-b6fc-c5235792cd37
Gwinnett County,Georgia,GA,County,966972,https://www.gwinnettcounty.com,,,,,,,,,,,,,,2025-11-08 10:49:43.736987+00,2025-11-08 10:49:43.73699+00,ebf380b9-9c7b-4405-86df-b279c6fae983
Stearns County,Minnesota,MN,County,159358,https://www.stearnscountymn.gov,,,,,,,,,,,,,,2025-11-08 10:54:23.272313+00,2025-11-08 10:54:23.272316+00,ec2a6109-a887-45d4-b411-234c51440084
Linn County,Iowa,IA,County,229463,https://www.linncountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.677038+00,2025-11-08 10:52:36.677042+00,ec76f89c-060d-4eb0-93e4-b67fad5a2117
City of Huntsville,Alabama,AL,City,218814,https://www.huntsvilleal.gov,,,,,,,,,,,,,Madison County,2025-11-08 10:48:12.730106+00,2025-11-08 10:48:12.730108+00,ed19be56-95a5-4498-be52-4d8ea973ed55
Shawnee County,Kansas,KS,County,178315,https://snco.gov/,,,,,,,,,,,,,,2025-11-08 10:52:36.691388+00,2025-11-08 10:52:36.691391+00,ed9f70e2-0115-4e1a-9a3d-47956878452d
Montgomery County,Texas,TX,County,654722,https://mctx.org,,,,,,,,,,,,,,2025-11-08 11:00:48.738513+00,2025-11-08 11:00:48.738515+00,edbc519e-a01d-4f95-8955-6bbc2665c434
Clackamas County,Oregon,OR,County,422308,https://www.clackamas.us,,,,,,,,,,,,,,2025-11-08 10:58:36.69891+00,2025-11-08 10:58:36.698912+00,ee5ff287-819b-400c-996c-4d4b6bff5eac
Erie County,New York,NY,County,950044,https://www2.erie.gov/,,,,,,,,,,,,,,2025-11-08 10:57:06.785332+00,2025-11-08 10:57:06.785335+00,ee7af475-7be9-4a29-b002-7851efdceea6
Spokane County,Washington,WA,County,544323,https://www.spokanecounty.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.074324+00,2025-11-08 11:02:07.074327+00,ef16f055-1bb7-4e6c-9828-dc44b4da793c
Montgomery County,Maryland,MD,County,1057586,https://www.montgomerycountymd.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.234686+00,2025-11-08 10:53:46.234689+00,f06e17ed-eb83-4afa-865e-69c0d97a1672
York County,Maine,ME,County,214731,https://www.yorkcountymaine.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.233022+00,2025-11-08 10:53:46.233024+00,f0b469ae-9b8b-43c9-933d-cf272ae975f6
Warren County,New Jersey,NJ,County,110238,https://www.warrencountynj.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.458219+00,2025-11-08 10:55:47.458221+00,f0bf80c3-0cad-4ca4-ba13-42db3c0c3887
Clermont County,Ohio,OH,County,209862,https://clermontcountyohio.gov,,,,,,,,,,,,,,2025-11-08 10:58:14.226969+00,2025-11-08 10:58:14.226971+00,f0dfe175-41f2-452d-9506-671ba1405f55
City of Bend,Oregon,OR,City,101472,https://www.bendoregon.gov/,,,,,,,,,,,,,Deschutes County,2025-11-08 10:58:36.701162+00,2025-11-08 10:58:36.701165+00,f0f18666-0707-45fd-925b-55724ac3ef74
Hendricks County,Indiana,IN,County,179379,https://www.co.hendricks.in.us,,,,,,,,,,,,,,2025-11-08 10:51:55.199444+00,2025-11-08 10:51:55.199447+00,f105b3c4-d631-4d31-a29a-a71fc6435927
City of Henderson,Nevada,NV,City,324523,https://www.cityofhenderson.com,,,"wqsdq                   ",,,,,,,,,,Clark County,2025-11-08 10:55:47.439034+00,2025-11-08 10:55:47.439036+00,f157794a-da5b-40fe-8991-740b6c18ecf3
Platte County,Missouri,MO,County,108751,https://www.co.platte.mo.us,,,,,,,,,,,,,,2025-11-08 10:55:17.068572+00,2025-11-08 10:55:17.068574+00,f16abcd7-07bc-4156-8137-7a92883f398f
City of Pembroke Pines,Florida,FL,City,170557,https://www.ppines.com,,,,,,,,,,,,,Broward County,2025-11-08 10:49:43.730072+00,2025-11-08 10:49:43.730075+00,f189329f-d9fa-46a9-bba9-574163b7cf2d
City of Kent,Washington,WA,City,135015,https://www.kentwa.gov,,,,,,,,,,,,,King County,2025-11-08 11:02:07.077317+00,2025-11-08 11:02:07.07732+00,f1a13864-f595-42e2-b26d-d1447e044410
Porter County,Indiana,IN,County,174150,https://www.portercountyin.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.198622+00,2025-11-08 10:51:55.198625+00,f1d0b452-5083-48c7-a0d2-32cb692dd42b
Faulkner County,Arkansas,AR,County,126001,https://www.faulknercountyar.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.687831+00,2025-11-08 10:48:29.687835+00,f2758b5f-0d21-4051-900a-f1bf2aff65b0
City of Pasadena,California,CA,City,136462,https://www.cityofpasadena.net/,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.02885+00,2025-11-08 10:49:05.028853+00,f2c19b24-67ae-46f8-9ed0-2998325e7b99
City of Rio Rancho,New Mexico,NM,City,106533,https://www.rrnm.gov/,,,,,,,,,,,,,Sandoval County,2025-11-08 10:56:20.020084+00,2025-11-08 10:56:20.020087+00,f32cb528-3914-4545-aea0-a27d4030e8b5
Paulding County,Georgia,GA,County,174292,https://www.paulding.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.736843+00,2025-11-08 10:49:43.736846+00,f375a76d-6a4d-4c9d-93b9-1f66c5e957f9
